hhid,round,foodclassR7,s11q2c,s11q2d
4043,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
4043,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
4043,7,Eggs,No,No
4043,7,Fish and seafood,No,No
4043,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,No
4043,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
4043,7,Oils and fats,No,No
4043,7,Sweets,No,No
4043,7,"Spices, condiments, beverages",No,No
4044,7,None / Only water,No,
4044,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4044,7,White roots and tubers,No,
4044,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4044,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
4044,7,"Other vegetables (e.g., cabbage)",Yes,
4044,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4044,7,"Other fruits (e.g., banana, watermelon)",No,
4044,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4044,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4044,7,Eggs,No,
4044,7,Fish and seafood,No,
4044,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
4044,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
4044,7,Oils and fats,Yes,
4044,7,Sweets,No,
4044,7,"Spices, condiments, beverages",No,
4045,7,None / Only water,No,
4045,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4045,7,White roots and tubers,No,
4045,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4045,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
4045,7,"Other vegetables (e.g., cabbage)",Yes,
4045,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4045,7,"Other fruits (e.g., banana, watermelon)",No,
4045,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4045,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4045,7,Eggs,No,
4045,7,Fish and seafood,No,
4045,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
4045,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
4045,7,Oils and fats,Yes,
4045,7,Sweets,No,
4045,7,"Spices, condiments, beverages",No,
4047,7,None / Only water,,
4047,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",,
4047,7,White roots and tubers,,
4047,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),,
4047,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",,
4047,7,"Other vegetables (e.g., cabbage)",,
4047,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",,
4047,7,"Other fruits (e.g., banana, watermelon)",,
4047,7,"Organ meat (e.g., liver, kidney, blood, etc.)",,
4047,7,"Flesh meat (e.g., steak, chicken, etc.)",,
4047,7,Eggs,,
4047,7,Fish and seafood,,
4047,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",,
4047,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",,
4047,7,Oils and fats,,
4047,7,Sweets,,
4047,7,"Spices, condiments, beverages",,
4048,7,None / Only water,No,
4048,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4048,7,White roots and tubers,No,
4048,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4048,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
4048,7,"Other vegetables (e.g., cabbage)",No,
4048,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4048,7,"Other fruits (e.g., banana, watermelon)",No,
4048,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4048,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4048,7,Eggs,No,
4048,7,Fish and seafood,No,
4048,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
4048,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
4048,7,Oils and fats,No,
4048,7,Sweets,No,
4048,7,"Spices, condiments, beverages",No,
4050,7,None / Only water,No,No
4050,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
4050,7,White roots and tubers,No,No
4050,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
4050,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
4050,7,"Other vegetables (e.g., cabbage)",No,No
4050,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
4050,7,"Other fruits (e.g., banana, watermelon)",No,No
4050,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
4050,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
4050,7,Eggs,No,No
4050,7,Fish and seafood,No,No
4050,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
4050,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
4050,7,Oils and fats,Yes,Yes
4050,7,Sweets,No,No
4050,7,"Spices, condiments, beverages",No,No
4051,7,None / Only water,No,
4051,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4051,7,White roots and tubers,No,
4051,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4051,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
4051,7,"Other vegetables (e.g., cabbage)",No,
4051,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4051,7,"Other fruits (e.g., banana, watermelon)",No,
4051,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4051,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4051,7,Eggs,No,
4051,7,Fish and seafood,No,
4051,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
4051,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
4051,7,Oils and fats,No,
4051,7,Sweets,No,
4051,7,"Spices, condiments, beverages",No,
4052,7,None / Only water,No,
4052,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4052,7,White roots and tubers,Yes,
4052,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4052,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
4052,7,"Other vegetables (e.g., cabbage)",No,
4052,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4052,7,"Other fruits (e.g., banana, watermelon)",No,
4052,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4052,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,
4052,7,Eggs,No,
4052,7,Fish and seafood,No,
4052,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
4052,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
4052,7,Oils and fats,Yes,
4052,7,Sweets,No,
4052,7,"Spices, condiments, beverages",No,
4053,7,None / Only water,No,
4053,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4053,7,White roots and tubers,No,
4053,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4053,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
4053,7,"Other vegetables (e.g., cabbage)",Yes,
4053,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4053,7,"Other fruits (e.g., banana, watermelon)",No,
4053,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4053,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4053,7,Eggs,No,
4053,7,Fish and seafood,No,
4053,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
4053,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
4053,7,Oils and fats,Yes,
4053,7,Sweets,No,
4053,7,"Spices, condiments, beverages",No,
4054,7,None / Only water,No,
4054,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4054,7,White roots and tubers,No,
4054,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4054,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
4054,7,"Other vegetables (e.g., cabbage)",Yes,
4054,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4054,7,"Other fruits (e.g., banana, watermelon)",No,
4054,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4054,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4054,7,Eggs,No,
4054,7,Fish and seafood,No,
4054,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
4054,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
4054,7,Oils and fats,Yes,
4054,7,Sweets,No,
4054,7,"Spices, condiments, beverages",No,
4055,7,None / Only water,No,
4055,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4055,7,White roots and tubers,No,
4055,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4055,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
4055,7,"Other vegetables (e.g., cabbage)",Yes,
4055,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4055,7,"Other fruits (e.g., banana, watermelon)",No,
4055,7,"Organ meat (e.g., liver, kidney, blood, etc.)",Yes,
4055,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,
4055,7,Eggs,No,
4055,7,Fish and seafood,No,
4055,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
4055,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
4055,7,Oils and fats,Yes,
4055,7,Sweets,No,
4055,7,"Spices, condiments, beverages",No,
4057,7,None / Only water,No,
4057,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4057,7,White roots and tubers,No,
4057,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4057,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
4057,7,"Other vegetables (e.g., cabbage)",No,
4057,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4057,7,"Other fruits (e.g., banana, watermelon)",No,
4057,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4057,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4057,7,Eggs,No,
4057,7,Fish and seafood,No,
4057,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
4057,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
4057,7,Oils and fats,Yes,
4057,7,Sweets,No,
4057,7,"Spices, condiments, beverages",No,
4058,7,None / Only water,No,
4058,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4058,7,White roots and tubers,No,
4058,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4058,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
4058,7,"Other vegetables (e.g., cabbage)",No,
4058,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4058,7,"Other fruits (e.g., banana, watermelon)",No,
4058,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4058,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4058,7,Eggs,No,
4058,7,Fish and seafood,No,
4058,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
4058,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
4058,7,Oils and fats,No,
4058,7,Sweets,No,
4058,7,"Spices, condiments, beverages",No,
4059,7,None / Only water,No,No
4059,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,No
4059,7,White roots and tubers,No,No
4059,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
4059,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
4059,7,"Other vegetables (e.g., cabbage)",No,No
4059,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
4059,7,"Other fruits (e.g., banana, watermelon)",No,No
4059,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
4059,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
4059,7,Eggs,No,No
4059,7,Fish and seafood,No,No
4059,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
4059,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
4059,7,Oils and fats,No,No
4059,7,Sweets,No,No
4059,7,"Spices, condiments, beverages",No,No
4060,7,None / Only water,No,
4060,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4060,7,White roots and tubers,No,
4060,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4060,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
4060,7,"Other vegetables (e.g., cabbage)",No,
4060,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4060,7,"Other fruits (e.g., banana, watermelon)",No,
4060,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4060,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4060,7,Eggs,No,
4060,7,Fish and seafood,No,
4060,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
4060,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
4060,7,Oils and fats,No,
4060,7,Sweets,No,
4060,7,"Spices, condiments, beverages",No,
4063,7,None / Only water,No,No
4063,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
4063,7,White roots and tubers,No,No
4063,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
4063,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
4063,7,"Other vegetables (e.g., cabbage)",No,No
4063,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
4063,7,"Other fruits (e.g., banana, watermelon)",No,No
4063,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
4063,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
4063,7,Eggs,No,No
4063,7,Fish and seafood,No,No
4063,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
4063,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
4063,7,Oils and fats,No,No
4063,7,Sweets,No,No
4063,7,"Spices, condiments, beverages",No,No
4064,7,None / Only water,No,No
4064,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,No
4064,7,White roots and tubers,No,No
4064,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
4064,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
4064,7,"Other vegetables (e.g., cabbage)",No,No
4064,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
4064,7,"Other fruits (e.g., banana, watermelon)",No,No
4064,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
4064,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
4064,7,Eggs,No,No
4064,7,Fish and seafood,No,No
4064,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,No
4064,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
4064,7,Oils and fats,No,No
4064,7,Sweets,No,No
4064,7,"Spices, condiments, beverages",No,No
4066,7,None / Only water,No,
4066,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4066,7,White roots and tubers,No,
4066,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4066,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",Yes,
4066,7,"Other vegetables (e.g., cabbage)",No,
4066,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4066,7,"Other fruits (e.g., banana, watermelon)",No,
4066,7,"Organ meat (e.g., liver, kidney, blood, etc.)",Yes,
4066,7,"Flesh meat (e.g., steak, chicken, etc.)",Yes,
4066,7,Eggs,No,
4066,7,Fish and seafood,No,
4066,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,
4066,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,
4066,7,Oils and fats,Yes,
4066,7,Sweets,No,
4066,7,"Spices, condiments, beverages",No,
4068,7,None / Only water,No,No
4068,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
4068,7,White roots and tubers,No,No
4068,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
4068,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
4068,7,"Other vegetables (e.g., cabbage)",Yes,No
4068,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
4068,7,"Other fruits (e.g., banana, watermelon)",No,No
4068,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
4068,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
4068,7,Eggs,No,No
4068,7,Fish and seafood,No,No
4068,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,Yes
4068,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",Yes,Yes
4068,7,Oils and fats,Yes,Yes
4068,7,Sweets,No,No
4068,7,"Spices, condiments, beverages",No,No
4070,7,None / Only water,No,No
4070,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
4070,7,White roots and tubers,No,No
4070,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
4070,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
4070,7,"Other vegetables (e.g., cabbage)",No,No
4070,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
4070,7,"Other fruits (e.g., banana, watermelon)",No,No
4070,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
4070,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
4070,7,Eggs,No,No
4070,7,Fish and seafood,No,No
4070,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",Yes,No
4070,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,Yes
4070,7,Oils and fats,No,No
4070,7,Sweets,No,No
4070,7,"Spices, condiments, beverages",No,No
4071,7,None / Only water,No,
4071,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,
4071,7,White roots and tubers,No,
4071,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,
4071,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,
4071,7,"Other vegetables (e.g., cabbage)",No,
4071,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,
4071,7,"Other fruits (e.g., banana, watermelon)",No,
4071,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,
4071,7,"Flesh meat (e.g., steak, chicken, etc.)",No,
4071,7,Eggs,No,
4071,7,Fish and seafood,No,
4071,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,
4071,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,
4071,7,Oils and fats,Yes,
4071,7,Sweets,No,
4071,7,"Spices, condiments, beverages",No,
4073,7,None / Only water,No,No
4073,7,"Cereals (e.g., maize, sorgham, millet, bread, ugali, rice, spaghetti)",Yes,Yes
4073,7,White roots and tubers,No,No
4073,7,Vitamin A rich vegetables and tubers (colored yellow/orange/red),No,No
4073,7,"Dark green leafy vegetables (e.g., sukuma, spinach, sweet potato leaves)",No,No
4073,7,"Other vegetables (e.g., cabbage)",Yes,Yes
4073,7,"Vitamin A rich fruits (e.g., paipai, mangoes, )",No,No
4073,7,"Other fruits (e.g., banana, watermelon)",No,No
4073,7,"Organ meat (e.g., liver, kidney, blood, etc.)",No,No
4073,7,"Flesh meat (e.g., steak, chicken, etc.)",No,No
4073,7,Eggs,No,No
4073,7,Fish and seafood,No,No
4073,7,"Legumes nuts and seeds (e.g., beans, green grams, peanuts)",No,No
4073,7,"Milk and milk products (e.g., milk, ghee, cheese, yogurt, butter)\",No,No
4073,7,Oils and fats,Yes,No
4073,7,Sweets,No,No
4073,7,"Spices, condiments, beverages",No,No
4074,7,None / Only water,No,
