hhid,round,comment,CSID,CSID_r7,s15q45a,s15q45b,s15q45c,s15q46Ia,s15q46Ib,s15q46Ic,s15q51Ia,s15q51Ib,s15q51Ic,s15q46Ua,s15q46Ub,s15q46Uc,s15q51Ua,s15q51Ub,s15q51Uc,klip_payouts_change_coping,ibli_payouts_change_coping
5009,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5009,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5009,7,,,Other,,,,,,,,,,,,,,,,,
5010,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,1,,Yes,2,,,
5010,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,3,,Yes,1,,,
5010,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,Yes,3,,,
5010,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5010,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
5010,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
5010,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,Yes,2,,No,,,,
5010,3,0,Did not do anything different,,Yes,3,,,,,,,,No,,,No,,,,
5010,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5010,7,,,No change,,,,,,,,,,,,,,,,,
5010,7,,,Migrate further,,,,,,,,,,,,,,,,,
5010,7,,,Migrate less,,,,,,,,,,,,,,,,,
5010,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5010,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5010,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5010,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5010,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5010,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5010,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5010,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5010,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5010,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5010,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5010,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5010,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5010,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5010,7,,,Other,,,,,,,,,,,,,,,,,
5011,3,0,Reduce the number of meals eaten each day,,Yes,3,,,,,,,,Yes,2,,Yes,3,,,
5011,3,0,Rely more on food aid,,No,,,,,,,,,No,,,No,,,,
5011,3,0,Rely on assistance from others,,Yes,1,,,,,,,,Yes,1,,No,,,,
5011,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5011,3,0,Sell livestock,,Yes,2,,,,,,,,No,,,No,,,,
5011,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,Yes,3,,Yes,2,,,
5011,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,Yes,1,,,
5011,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5011,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5011,7,,,No change,,,,,,,,,,,,,,,,,
5011,7,,,Migrate further,,,,,,,,,,,,,,,,,
5011,7,,,Migrate less,,,,,,,,,,,,,,,,,
5011,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5011,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5011,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5011,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5011,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5011,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5011,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5011,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5011,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5011,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5011,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5011,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5011,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5011,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5011,7,,,Other,,,,,,,,,,,,,,,,,
5012,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,2,,Yes,2,,,
5012,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,1,,Yes,1,,,
5012,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,3,,Yes,3,,,
5012,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5012,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
5012,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
5012,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
5012,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5012,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5012,7,,,No change,,,,,,,,,,,,,,,,,
5012,7,,,Migrate further,,,,,,,,,,,,,,,,,
5012,7,,,Migrate less,,,,,,,,,,,,,,,,,
5012,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5012,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5012,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5012,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5012,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5012,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5012,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5012,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5012,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5012,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5012,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5012,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5012,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5012,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5012,7,,,Other,,,,,,,,,,,,,,,,,
5013,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,5,,No,,,,
5013,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
5013,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
5013,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5013,3,0,Sell livestock,,Yes,4,,,,,,,,Yes,2,,Yes,4,,,
5013,3,0,Increase non-livestock activities like petty trade,,Yes,3,,,,,,,,Yes,4,,Yes,2,,,
5013,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,Yes,3,,Yes,3,,,
5013,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5013,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5013,7,,,No change,,,,,,,,,,,,,,,,,
5013,7,,,Migrate further,,,,,,,,,,,,,,,,,
5013,7,,,Migrate less,,,,,,,,,,,,,,,,,
5013,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5013,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5013,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5013,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5013,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5013,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5013,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5013,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5013,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5013,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5013,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5013,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5013,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5013,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5013,7,,,Other,,,,,,,,,,,,,,,,,
5015,3,0,Reduce the number of meals eaten each day,,Yes,3,,,,,,,,Yes,2,,Yes,2,,,
5015,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
5015,3,0,Rely on assistance from others,,No,,,,,,,,,Yes,3,,Yes,3,,,
5015,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5015,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
5015,3,0,Increase non-livestock activities like petty trade,,Yes,4,,,,,,,,No,,,No,,,,
5015,3,0,Send family members to look for work elsewhere,,Yes,2,,,,,,,,No,,,No,,,,
5015,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5015,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5015,7,,,No change,,,,,,,,,,,,,,,,,
5015,7,,,Migrate further,,,,,,,,,,,,,,,,,
5015,7,,,Migrate less,,,,,,,,,,,,,,,,,
5015,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5015,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5015,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5015,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5015,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5015,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5015,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5015,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5015,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5015,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5015,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5015,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5015,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5015,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5015,7,,,Other,,,,,,,,,,,,,,,,,
5016,3,0,Reduce the number of meals eaten each day,,Yes,2,,Yes,2,,Yes,1,,,,,,,,,
5016,3,0,Rely more on food aid,,Yes,1,,Yes,1,,Yes,2,,,,,,,,,
5016,3,0,Rely on assistance from others,,Yes,3,,Yes,3,,Yes,3,,,,,,,,,
5016,3,0,"Pull children otherwise in school, out of school",,No,,,No,,,No,,,,,,,,,,
5016,3,0,Sell livestock,,No,,,No,,,No,,,,,,,,,,
5016,3,0,Increase non-livestock activities like petty trade,,No,,,No,,,No,,,,,,,,,,
5016,3,0,Send family members to look for work elsewhere,,No,,,No,,,No,,,,,,,,,,
5016,3,0,Did not do anything different,,No,,,No,,,No,,,,,,,,,,
5016,3,0,Other (Specify if other),,No,,,No,,,No,,,,,,,,,,
5016,7,,,No change,,,,,,,,,,,,,,,,,
5016,7,,,Migrate further,,,,,,,,,,,,,,,,,
5016,7,,,Migrate less,,,,,,,,,,,,,,,,,
5016,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5016,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5016,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5016,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5016,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5016,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5016,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5016,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5016,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5016,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5016,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5016,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5016,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5016,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5016,7,,,Other,,,,,,,,,,,,,,,,,
5018,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,3,,Yes,3,,,
5018,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
5018,3,0,Rely on assistance from others,,Yes,3,,,,,,,,Yes,2,,Yes,2,,,
5018,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5018,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
5018,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
5018,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
5018,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5018,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5018,7,,,No change,,,,,,,,,,,,,,,,,
5018,7,,,Migrate further,,,,,,,,,,,,,,,,,
5018,7,,,Migrate less,,,,,,,,,,,,,,,,,
5018,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5018,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5018,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5018,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5018,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5018,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5018,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5018,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5018,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5018,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5018,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5018,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5018,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5018,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5018,7,,,Other,,,,,,,,,,,,,,,,,
5019,3,0,Reduce the number of meals eaten each day,,Yes,4,,,,,,,,Yes,2,,Yes,2,,,
5019,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,1,,Yes,1,,,
5019,3,0,Rely on assistance from others,,Yes,1,,,,,,,,Yes,3,,Yes,3,,,
5019,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5019,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
5019,3,0,Increase non-livestock activities like petty trade,,Yes,3,,,,,,,,No,,,No,,,,
5019,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
5019,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5019,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5019,7,,,No change,,,,,,,,,,,,,,,,,
5019,7,,,Migrate further,,,,,,,,,,,,,,,,,
5019,7,,,Migrate less,,,,,,,,,,,,,,,,,
5019,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5019,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5019,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5019,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5019,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5019,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5019,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5019,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5019,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5019,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5019,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5019,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5019,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5019,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5019,7,,,Other,,,,,,,,,,,,,,,,,
5020,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,2,,,
5020,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,1,,Yes,1,,,
5020,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
5020,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5020,3,0,Sell livestock,,No,,,,,,,,,No,,,No,,,,
5020,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
5020,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
5020,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5020,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5020,7,,,No change,,,,,,,,,,,,,,,,,
5020,7,,,Migrate further,,,,,,,,,,,,,,,,,
5020,7,,,Migrate less,,,,,,,,,,,,,,,,,
5020,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5020,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5020,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5020,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5020,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5020,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5020,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5020,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5020,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5020,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5020,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5020,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5020,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5020,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5020,7,,,Other,,,,,,,,,,,,,,,,,
5021,3,0,Reduce the number of meals eaten each day,,Yes,1,,,,,,,,Yes,3,,Yes,2,,,
5021,3,0,Rely more on food aid,,Yes,2,,,,,,,,Yes,2,,Yes,1,,,
5021,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
5021,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5021,3,0,Sell livestock,,Yes,3,,,,,,,,Yes,1,,Yes,3,,,
5021,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
5021,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
5021,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5021,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5021,7,,,No change,,,,,,,,,,,,,,,,,
5021,7,,,Migrate further,,,,,,,,,,,,,,,,,
5021,7,,,Migrate less,,,,,,,,,,,,,,,,,
5021,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5021,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5021,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5021,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5021,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5021,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5021,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5021,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5021,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5021,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5021,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5021,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5021,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5021,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5021,7,,,Other,,,,,,,,,,,,,,,,,
5022,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,3,,Yes,1,,,
5022,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,2,,Yes,2,,,
5022,3,0,Rely on assistance from others,,No,,,,,,,,,No,,,No,,,,
5022,3,0,"Pull children otherwise in school, out of school",,No,,,,,,,,,No,,,No,,,,
5022,3,0,Sell livestock,,Yes,3,,,,,,,,Yes,1,,Yes,3,,,
5022,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
5022,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
5022,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5022,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5022,7,,,No change,,,,,,,,,,,,,,,,,
5022,7,,,Migrate further,,,,,,,,,,,,,,,,,
5022,7,,,Migrate less,,,,,,,,,,,,,,,,,
5022,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5022,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5022,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5022,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5022,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5022,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5022,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5022,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5022,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5022,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5022,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5022,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5022,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5022,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5022,7,,,Other,,,,,,,,,,,,,,,,,
5024,3,0,Reduce the number of meals eaten each day,,No,,,Yes,1,,No,,,,,,,,,,
5024,3,0,Rely more on food aid,,Yes,1,,Yes,2,,Yes,1,,,,,,,,,
5024,3,0,Rely on assistance from others,,Yes,2,,Yes,3,,Yes,2,,,,,,,,,
5024,3,0,"Pull children otherwise in school, out of school",,No,,,No,,,No,,,,,,,,,,
5024,3,0,Sell livestock,,No,,,No,,,No,,,,,,,,,,
5024,3,0,Increase non-livestock activities like petty trade,,Yes,3,,No,,,Yes,3,,,,,,,,,
5024,3,0,Send family members to look for work elsewhere,,No,,,No,,,No,,,,,,,,,,
5024,3,0,Did not do anything different,,No,,,No,,,No,,,,,,,,,,
5024,3,0,Other (Specify if other),,No,,,No,,,No,,,,,,,,,,
5024,7,,,No change,,,,,,,,,,,,,,,,,
5024,7,,,Migrate further,,,,,,,,,,,,,,,,,
5024,7,,,Migrate less,,,,,,,,,,,,,,,,,
5024,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5024,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5024,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5024,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5024,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5024,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5024,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5024,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5024,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5024,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5024,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5024,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5024,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5024,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5024,7,,,Other,,,,,,,,,,,,,,,,,
5027,7,,,No change,,,,,,,,,,,,,,,,,
5027,7,,,Migrate further,,,,,,,,,,,,,,,,,
5027,7,,,Migrate less,,,,,,,,,,,,,,,,,
5027,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5027,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5027,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5027,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5027,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5027,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5027,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5027,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5027,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5027,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5027,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5027,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5027,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5027,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5027,7,,,Other,,,,,,,,,,,,,,,,,
5030,3,0,Reduce the number of meals eaten each day,,No,,,No,,,No,,,,,,,,,,
5030,3,0,Rely more on food aid,,Yes,3,,Yes,3,,No,,,,,,,,,,
5030,3,0,Rely on assistance from others,,Yes,2,,Yes,2,,Yes,3,,,,,,,,,
5030,3,0,"Pull children otherwise in school, out of school",,No,,,No,,,No,,,,,,,,,,
5030,3,0,Sell livestock,,No,,,No,,,Yes,2,,,,,,,,,
5030,3,0,Increase non-livestock activities like petty trade,,Yes,1,,Yes,1,,Yes,1,,,,,,,,,
5030,3,0,Send family members to look for work elsewhere,,Yes,4,,Yes,4,,Yes,4,,,,,,,,,
5030,3,0,Did not do anything different,,No,,,No,,,No,,,,,,,,,,
5030,3,0,Other (Specify if other),,No,,,No,,,No,,,,,,,,,,
5030,7,,,No change,,,,,,,,,,,,,,,,,
5030,7,,,Migrate further,,,,,,,,,,,,,,,,,
5030,7,,,Migrate less,,,,,,,,,,,,,,,,,
5030,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5030,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5030,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5030,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5030,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5030,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5030,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
5030,7,,,Sell fewer livestock,,,,,,,,,,,,,,,,,
5030,7,,,Slaughter more livestock,,,,,,,,,,,,,,,,,
5030,7,,,Slaughter less livestock,,,,,,,,,,,,,,,,,
5030,7,,,Buy more forage or water,,,,,,,,,,,,,,,,,
5030,7,,,Buy less forage or water,,,,,,,,,,,,,,,,,
5030,7,,,Buy more veterinary services,,,,,,,,,,,,,,,,,
5030,7,,,Buy less veterinary services,,,,,,,,,,,,,,,,,
5030,7,,,Other,,,,,,,,,,,,,,,,,
5031,3,0,Reduce the number of meals eaten each day,,Yes,2,,,,,,,,Yes,2,,Yes,1,,,
5031,3,0,Rely more on food aid,,Yes,1,,,,,,,,Yes,3,,Yes,3,,,
5031,3,0,Rely on assistance from others,,No,,,,,,,,,Yes,4,,Yes,4,,,
5031,3,0,"Pull children otherwise in school, out of school",,Yes,3,,,,,,,,No,,,No,,,,
5031,3,0,Sell livestock,,Yes,4,,,,,,,,Yes,1,,Yes,2,,,
5031,3,0,Increase non-livestock activities like petty trade,,No,,,,,,,,,No,,,No,,,,
5031,3,0,Send family members to look for work elsewhere,,No,,,,,,,,,No,,,No,,,,
5031,3,0,Did not do anything different,,No,,,,,,,,,No,,,No,,,,
5031,3,0,Other (Specify if other),,No,,,,,,,,,No,,,No,,,,
5034,7,,,No change,,,,,,,,,,,,,,,,,
5034,7,,,Migrate further,,,,,,,,,,,,,,,,,
5034,7,,,Migrate less,,,,,,,,,,,,,,,,,
5034,7,,,Buy more food on credit,,,,,,,,,,,,,,,,,
5034,7,,,Buy less food on credit,,,,,,,,,,,,,,,,,
5034,7,,,Rely more on others,,,,,,,,,,,,,,,,,
5034,7,,,Rely less on others,,,,,,,,,,,,,,,,,
5034,7,,,Keep children in school,,,,,,,,,,,,,,,,,
5034,7,,,Pull children out of school,,,,,,,,,,,,,,,,,
5034,7,,,Sell more livestock,,,,,,,,,,,,,,,,,
